product_id,category,ingredients,sensory_tags,sugar_g,caffeine_mg,calories,protein_g,description,price
prod_021,sports_drink,"sodium,citric_acid,sugar,protein,b_vitamins,potassium,caffeine,carbonation","earthy,refreshing,creamy,bold",17.45872758838578,0.0,49.93883460642273,0.36886947354532795,Electrolyte-rich sports_drink with sodium and citric_acid. earthy and refreshing.,3.63
prod_022,soda,"b_vitamins,coffee_extract,green_tea_extract,sodium,taurine,antioxidants","citrusy,refreshing,fizzy",25.661014658010966,17.25356240133415,163.43513447013638,0.0,Classic citrusy soda with refreshing taste. Made with b_vitamins.,3.36
prod_023,soda,"caffeine,probiotics,fiber,b_vitamins,ginseng,sodium,green_tea_extract,taurine","sour,fizzy,nutty,refreshing,bold",36.85393447758787,4.042666316635763,136.96544560614046,0.0,Classic sour soda with fizzy taste. Made with caffeine.,4.31
prod_024,coffee_drink,"protein,caffeine,sodium,vitamin_c,ginseng,potassium","herbal,creamy,citrusy",17.670594215217896,103.57746840747585,31.73767010707308,4.17651247794619,Herbal coffee_drink with protein and caffeine. creamy and citrusy.,2.62
prod_025,tea,"natural_flavors,potassium,electrolytes,sodium,citric_acid,ginseng,antioxidants","nutty,fizzy,sour,light",8.863394147823627,47.1025744736913,0.8293914463928076,0.512093058299281,Premium nutty tea infused with natural_flavors and potassium. fizzy and sour.,2.29
prod_026,water_enhanced,"taurine,water,citric_acid,sodium,natural_flavors,vitamin_c","earthy,nutty",3.45468869051233,0.0,9.367299887367345,0.0,Enhanced water_enhanced with taurine and water. Earthy and nutty.,2.69
prod_027,energy_drink,"vitamin_c,antioxidants,sugar,natural_flavors","fruity,sweet,nutty,creamy",25.82895947655132,163.49412792140987,72.85500217972996,0.8747746354796809,A fruity and sweet energy_drink with vitamin_c and antioxidants. Perfect for when you need a boost.,4.94
prod_028,sports_drink,"electrolytes,calcium,probiotics,green_tea_extract,carbonation,caffeine","rich,refreshing",13.627784363506775,0.0,92.80510305673288,9.004180571633304,Electrolyte-rich sports_drink with electrolytes and calcium. rich and refreshing.,3.72
prod_029,energy_drink,"sugar,b_vitamins,taurine","sour,light,nutty,sweet",29.007156599455428,181.5993370685967,135.63242918780924,2.0225406356109503,A sour and light energy_drink with sugar and b_vitamins. Perfect for when you need a boost.,4.61
prod_030,sports_drink,"b_vitamins,green_tea_extract,ginseng,taurine,natural_flavors","sour,floral",12.424430711419205,0.0,72.4500341761713,0.09197051616629648,Electrolyte-rich sports_drink with b_vitamins and green_tea_extract. sour and floral.,1.86
prod_031,juice,"citric_acid,natural_flavors,coffee_extract","bitter,smooth",24.258814621061987,0.0,113.99296275103586,0.8968482859724947,Fresh bitter juice packed with citric_acid and natural_flavors. smooth and delicious.,4.98
prod_032,sports_drink,"antioxidants,caffeine,sodium","sour,bitter,citrusy,light,rich",13.558736312452002,0.0,82.25439835826168,6.496328990472147,Electrolyte-rich sports_drink with antioxidants and caffeine. sour and bitter.,4.47
prod_033,energy_drink,"b_vitamins,ginseng,protein","tart,refreshing,light,fizzy,creamy",16.87349535656185,124.12589636713201,76.52023676817254,1.2199482168954179,A tart and refreshing energy_drink with b_vitamins and ginseng. Perfect for when you need a boost.,4.91
prod_034,coffee_drink,"antioxidants,carbonation,calcium,electrolytes,protein","bitter,sweet,herbal",23.12197575437108,93.43943655104286,65.51019300030784,3.225516810152824,Bitter coffee_drink with antioxidants and carbonation. sweet and herbal.,3.84
prod_035,energy_drink,"coffee_extract,b_vitamins,caffeine,citric_acid,vitamin_c,potassium,carbonation","creamy,bold,bitter,herbal,fizzy",29.44904230523011,113.69268349290269,52.43159664314538,3.227361479535839,A creamy and bold energy_drink with coffee_extract and b_vitamins. Perfect for when you need a boost.,2.12
prod_036,sports_drink,"fiber,calcium,natural_flavors,electrolytes,b_vitamins,green_tea_extract,antioxidants,protein","floral,sweet",14.19340512695138,0.0,82.34031417281898,9.530718470239531,Electrolyte-rich sports_drink with fiber and calcium. floral and sweet.,2.66
prod_037,tea,"taurine,calcium,caffeine,carbonation,potassium,sugar,electrolytes","nutty,creamy,tart,floral",14.454299656338792,54.120378218694405,14.722444603479284,0.38509772860192526,Premium nutty tea infused with taurine and calcium. creamy and tart.,4.48
prod_038,juice,"coffee_extract,vitamin_c,protein,b_vitamins","tart,floral",25.920372002142084,0.0,145.10117843675823,0.1408322616990878,Fresh tart juice packed with coffee_extract and vitamin_c. floral and delicious.,2.23
prod_039,water_enhanced,"green_tea_extract,potassium,sugar,citric_acid,probiotics,coffee_extract,carbonation,water","sweet,light,creamy,floral",0.7004200761826201,0.0,8.773730719279554,0.0,Enhanced water_enhanced with green_tea_extract and potassium. Sweet and light.,3.94
prod_040,juice,"potassium,natural_flavors,electrolytes,probiotics,water,sugar,taurine,fiber","creamy,sour,bold,rich,tart",28.292299653618617,0.0,109.38465995123936,0.5124138871889161,Fresh creamy juice packed with potassium and natural_flavors. sour and delicious.,3.64
prod_041,sports_drink,"carbonation,probiotics,coffee_extract,sugar","rich,bold,sour,herbal",17.522744420307994,0.0,75.49747515444356,7.019668772577034,Electrolyte-rich sports_drink with carbonation and probiotics. rich and bold.,4.29
prod_042,sports_drink,"fiber,vitamin_c,sodium,caffeine,coffee_extract","nutty,citrusy,creamy,herbal",10.41425157810557,0.0,60.69318861126609,6.720261352951994,Electrolyte-rich sports_drink with fiber and vitamin_c. nutty and citrusy.,2.65
prod_043,soda,"sodium,natural_flavors,b_vitamins,probiotics,water,citric_acid,fiber,taurine","citrusy,smooth",41.778670041387265,43.02023091558376,125.0251360515864,0.0,Classic citrusy soda with smooth taste. Made with sodium.,2.56
prod_044,juice,"potassium,natural_flavors,caffeine,antioxidants,sugar,probiotics","earthy,smooth",27.833648900822066,0.0,95.10747192477902,1.2457809516380005,Fresh earthy juice packed with potassium and natural_flavors. smooth and delicious.,1.8
prod_045,coffee_drink,"vitamin_c,electrolytes,fiber,calcium,sodium,caffeine","sweet,refreshing,fruity",15.81270243220213,113.74299014982066,114.391873383946,4.879260397312673,Sweet coffee_drink with vitamin_c and electrolytes. refreshing and fruity.,3.31
prod_046,tea,"protein,potassium,citric_acid,b_vitamins,fiber","floral,fruity",5.982313521671918,37.340829503229685,37.202132149955766,0.2508605273466612,Premium floral tea infused with protein and potassium. fruity and refreshing.,2.15
prod_047,tea,"taurine,protein,water","fizzy,tart,spicy,rich,creamy",6.134294166214048,26.93177280283383,7.8218521335543025,0.25024289816459533,Premium fizzy tea infused with taurine and protein. tart and spicy.,3.42
prod_048,energy_drink,"sugar,caffeine,probiotics,fiber,protein,vitamin_c,calcium","floral,fizzy",27.765411876867006,142.003550891188,115.71113285001668,2.1783644933894553,A floral and fizzy energy_drink with sugar and caffeine. Perfect for when you need a boost.,4.06
prod_049,juice,"antioxidants,b_vitamins,vitamin_c,potassium,sugar,fiber","citrusy,sweet,refreshing",25.339590179768923,0.0,81.0075442040829,0.23214528101383247,Fresh citrusy juice packed with antioxidants and b_vitamins. sweet and delicious.,1.66
prod_050,energy_drink,"fiber,probiotics,citric_acid,protein,ginseng,green_tea_extract,b_vitamins,sugar","rich,floral,nutty",34.590210572430166,101.03963238672063,51.716110183175026,3.816822115019555,A rich and floral energy_drink with fiber and probiotics. Perfect for when you need a boost.,4.32
prod_051,sports_drink,"probiotics,protein,antioxidants","rich,creamy,refreshing",16.507774738569594,0.0,73.10950686365516,6.350936508676438,Electrolyte-rich sports_drink with probiotics and protein. rich and creamy.,1.66
prod_052,water_enhanced,"probiotics,antioxidants,natural_flavors,calcium","fruity,sweet,rich",4.667181540397415,0.0,5.393774484000625,0.0,Enhanced water_enhanced with probiotics and antioxidants. Fruity and sweet.,3.66
prod_053,water_enhanced,"calcium,vitamin_c,probiotics,protein","herbal,nutty",4.335994667775019,0.0,8.009492946823997,0.0,Enhanced water_enhanced with calcium and vitamin_c. Herbal and nutty.,3.51
prod_054,energy_drink,"electrolytes,vitamin_c,ginseng","earthy,spicy",25.9123357863187,192.97577705318304,88.61026378007742,4.805952819119571,A earthy and spicy energy_drink with electrolytes and vitamin_c. Perfect for when you need a boost.,4.67
prod_055,sports_drink,"citric_acid,calcium,ginseng,protein,coffee_extract,probiotics,antioxidants","smooth,rich",13.218836795625613,0.0,32.727419261716356,6.182538843378929,Electrolyte-rich sports_drink with citric_acid and calcium. smooth and rich.,2.68
prod_056,soda,"sodium,vitamin_c,carbonation,water,sugar,caffeine,coffee_extract","bitter,herbal,citrusy",38.632273379455796,17.031228473212,126.06945282359031,0.0,Classic bitter soda with herbal taste. Made with sodium.,3.93
prod_057,soda,"b_vitamins,vitamin_c,antioxidants,green_tea_extract,taurine,caffeine,citric_acid","sweet,fizzy,citrusy,floral",42.549440270541055,36.75355219019429,180.34809303848488,0.0,Classic sweet soda with fizzy taste. Made with b_vitamins.,2.12
prod_058,energy_drink,"natural_flavors,ginseng,electrolytes,sugar,sodium","fizzy,herbal",29.632955105992806,95.32276753069587,75.00164492161046,2.902720061719549,A fizzy and herbal energy_drink with natural_flavors and ginseng. Perfect for when you need a boost.,4.53
prod_059,coffee_drink,"carbonation,electrolytes,ginseng,protein,b_vitamins,calcium","floral,citrusy",18.596895598004917,123.99087604473745,50.970699812517324,1.8886444308814743,Floral coffee_drink with carbonation and electrolytes. citrusy and bold.,3.37
prod_060,sports_drink,"taurine,electrolytes,natural_flavors","earthy,herbal,tart",14.464527617639664,0.0,33.743970772315826,9.585414968831984,Electrolyte-rich sports_drink with taurine and electrolytes. earthy and herbal.,4.47
prod_061,energy_drink,"sodium,potassium,ginseng,green_tea_extract,coffee_extract,carbonation","herbal,bitter,rich",28.535398088486065,137.9025139571171,99.30256577718049,0.4164220559762982,A herbal and bitter energy_drink with sodium and potassium. Perfect for when you need a boost.,1.82
prod_062,sports_drink,"sodium,potassium,protein","light,bitter,creamy,floral,fizzy",20.087776841155577,0.0,85.4105330608094,7.896181427945539,Electrolyte-rich sports_drink with sodium and potassium. light and bitter.,1.82
prod_063,soda,"antioxidants,carbonation,vitamin_c,citric_acid","citrusy,nutty,light,tart",44.91862484060658,2.793557733867502,173.70355567910087,0.0,Classic citrusy soda with nutty taste. Made with antioxidants.,3.97
prod_064,water_enhanced,"electrolytes,probiotics,sugar,vitamin_c,b_vitamins,ginseng","sweet,fruity",3.8075531585873614,0.0,1.0112267612279024,0.0,Enhanced water_enhanced with electrolytes and probiotics. Sweet and fruity.,3.95
prod_065,soda,"green_tea_extract,water,fiber","rich,fruity,citrusy",42.837938175535534,7.330241084601274,151.3326168692393,0.0,Classic rich soda with fruity taste. Made with green_tea_extract.,3.53
prod_066,coffee_drink,"taurine,coffee_extract,sodium","earthy,smooth,tart",21.25599134515005,144.72485773838588,148.1801382969732,3.766890926294708,Earthy coffee_drink with taurine and coffee_extract. smooth and tart.,2.82
prod_067,water_enhanced,"probiotics,green_tea_extract,water,antioxidants,protein","fruity,spicy",1.8899379506112723,0.0,2.4872415443028792,0.0,Enhanced water_enhanced with probiotics and green_tea_extract. Fruity and spicy.,3.02
prod_068,coffee_drink,"electrolytes,carbonation,taurine,water,antioxidants,calcium,coffee_extract","sweet,bitter,citrusy",14.373212839882525,55.63032756818374,35.44632911484935,0.5876312338855244,Sweet coffee_drink with electrolytes and carbonation. bitter and citrusy.,3.77
prod_069,energy_drink,"carbonation,electrolytes,natural_flavors,sugar,potassium","fruity,light",19.750129425849398,128.02674714464297,97.77148908802278,0.4144566084667711,A fruity and light energy_drink with carbonation and electrolytes. Perfect for when you need a boost.,3.35
prod_070,coffee_drink,"vitamin_c,electrolytes,protein,taurine,antioxidants,carbonation,green_tea_extract,coffee_extract","tart,bitter,earthy",5.243089493796327,146.9878826707639,25.610788553574896,4.455715568490356,Tart coffee_drink with vitamin_c and electrolytes. bitter and earthy.,3.35
prod_071,juice,"water,taurine,sugar,fiber,sodium,protein","bitter,sour",23.794852519838617,0.0,85.28041829628384,0.33243086381850584,Fresh bitter juice packed with water and taurine. sour and delicious.,2.26
prod_072,water_enhanced,"water,sodium,vitamin_c","sweet,creamy",3.484625279319074,0.0,7.371007058430193,0.0,Enhanced water_enhanced with water and sodium. Sweet and creamy.,4.86
prod_073,tea,"sodium,carbonation,green_tea_extract,caffeine,vitamin_c,coffee_extract","tart,bold,spicy,rich,herbal",9.301988967023052,31.095247319245306,9.406057986188065,0.46369840493998216,Premium tart tea infused with sodium and carbonation. bold and spicy.,2.74
prod_074,soda,"caffeine,natural_flavors,calcium,coffee_extract,water,electrolytes","rich,fruity,floral,bold,fizzy",32.206901904105365,12.997493142713134,145.3240846828831,0.0,Classic rich soda with fruity taste. Made with caffeine.,2.48
prod_075,coffee_drink,"citric_acid,b_vitamins,sodium,caffeine,calcium,probiotics","fizzy,sour",18.694623451077586,66.26169393448913,138.42053398419952,4.112686214615845,Fizzy coffee_drink with citric_acid and b_vitamins. sour and bold.,4.82
prod_076,coffee_drink,"fiber,taurine,probiotics","bold,bitter,light",6.654968400706123,137.66614859257928,91.7064234307291,0.8241713056850047,Bold coffee_drink with fiber and taurine. bitter and light.,2.94
prod_077,tea,"water,probiotics,green_tea_extract","fizzy,citrusy,bold",14.809141939724167,26.016675644141127,29.706535767606756,0.3808908566310215,Premium fizzy tea infused with water and probiotics. citrusy and bold.,4.89
prod_078,juice,"electrolytes,carbonation,probiotics","spicy,floral",20.95267744385002,0.0,89.36964831604432,0.02734392965399457,Fresh spicy juice packed with electrolytes and carbonation. floral and delicious.,1.76
prod_079,sports_drink,"potassium,taurine,green_tea_extract","herbal,citrusy",24.995765099291958,0.0,68.88021939218392,7.689874151805105,Electrolyte-rich sports_drink with potassium and taurine. herbal and citrusy.,4.81
prod_080,soda,"b_vitamins,potassium,protein,sodium,citric_acid","tart,herbal",29.821696646592635,10.252266425326246,125.14424395117985,0.0,Classic tart soda with herbal taste. Made with b_vitamins.,2.23
prod_081,energy_drink,"sodium,electrolytes,antioxidants","light,sweet,earthy,citrusy,spicy",27.362564809157917,122.97952616394086,61.355759219962906,3.357865977963998,A light and sweet energy_drink with sodium and electrolytes. Perfect for when you need a boost.,3.32
prod_082,tea,"natural_flavors,green_tea_extract,vitamin_c,fiber,potassium","light,tart,floral,earthy",4.616658596565742,52.655429408522494,48.398688271991155,0.08840822336564658,Premium light tea infused with natural_flavors and green_tea_extract. tart and floral.,4.27
prod_083,energy_drink,"water,ginseng,vitamin_c,citric_acid,sodium,fiber,taurine","earthy,smooth",27.78722713948485,176.60536010232343,140.31510586766262,3.0863185604864602,A earthy and smooth energy_drink with water and ginseng. Perfect for when you need a boost.,4.93
prod_084,soda,"green_tea_extract,coffee_extract,electrolytes,water","bitter,rich,smooth",32.84488090199464,21.873746101186452,190.41586944937484,0.0,Classic bitter soda with rich taste. Made with green_tea_extract.,3.3
prod_085,water_enhanced,"antioxidants,sodium,calcium,fiber,green_tea_extract,potassium","floral,bold,citrusy",3.1104335011393673,0.0,9.495206236576422,0.0,Enhanced water_enhanced with antioxidants and sodium. Floral and bold.,4.74
prod_086,soda,"taurine,protein,fiber","herbal,tart,rich,creamy,fizzy",26.324719557037316,2.2930633202316475,162.08056844220914,0.0,Classic herbal soda with tart taste. Made with taurine.,2.23
prod_087,juice,"caffeine,vitamin_c,protein,coffee_extract,natural_flavors","refreshing,nutty,earthy,creamy",28.05895125071105,0.0,120.93362741644076,0.8006009778205627,Fresh refreshing juice packed with caffeine and vitamin_c. nutty and delicious.,3.94
prod_088,sports_drink,"b_vitamins,ginseng,calcium,caffeine,vitamin_c,carbonation","smooth,bold,spicy,creamy,sweet",16.174918215362922,0.0,66.06652384049477,9.731103492701044,Electrolyte-rich sports_drink with b_vitamins and ginseng. smooth and bold.,3.61
prod_089,juice,"taurine,carbonation,potassium,sugar,ginseng","nutty,rich",22.53402594608247,0.0,92.39073389937228,0.17740506751411123,Fresh nutty juice packed with taurine and carbonation. rich and delicious.,1.92
prod_090,energy_drink,"carbonation,green_tea_extract,caffeine,water,calcium,sodium","earthy,herbal,light",32.88434525791851,95.44980779595727,83.00995133101554,1.6079138234001449,A earthy and herbal energy_drink with carbonation and green_tea_extract. Perfect for when you need a boost.,1.82
prod_091,water_enhanced,"natural_flavors,sugar,potassium","earthy,fizzy,bitter",0.40879515974435954,0.0,9.208724005318132,0.0,Enhanced water_enhanced with natural_flavors and sugar. Earthy and fizzy.,2.47
prod_092,energy_drink,"antioxidants,green_tea_extract,citric_acid","sour,creamy,floral,fruity",18.690420387127546,105.12191880040524,87.0472102791382,2.4226149259551066,A sour and creamy energy_drink with antioxidants and green_tea_extract. Perfect for when you need a boost.,3.66
prod_093,water_enhanced,"b_vitamins,calcium,citric_acid,sodium,caffeine,potassium,antioxidants,vitamin_c","smooth,floral,fruity,nutty,herbal",3.602580306957324,0.0,1.477390919062267,0.0,Enhanced water_enhanced with b_vitamins and calcium. Smooth and floral.,3.91
prod_094,water_enhanced,"calcium,b_vitamins,probiotics,coffee_extract,sugar,ginseng,fiber,green_tea_extract","refreshing,nutty,tart,light",2.6605674263265784,0.0,4.474123668234546,0.0,Enhanced water_enhanced with calcium and b_vitamins. Refreshing and nutty.,2.35
prod_095,energy_drink,"citric_acid,natural_flavors,sodium,b_vitamins,coffee_extract,green_tea_extract,water","citrusy,herbal,earthy,creamy,sweet",15.401423955554527,118.6494998699814,71.14480069965447,1.6374867608895731,A citrusy and herbal energy_drink with citric_acid and natural_flavors. Perfect for when you need a boost.,1.92
prod_096,energy_drink,"sodium,calcium,b_vitamins,electrolytes,citric_acid,protein,caffeine","tart,refreshing,citrusy,sour,nutty",24.479398828611124,122.61251639351657,114.8822840291576,2.397910508771251,A tart and refreshing energy_drink with sodium and calcium. Perfect for when you need a boost.,3.54
prod_097,tea,"sodium,carbonation,potassium,b_vitamins","bitter,sour,spicy,fruity",11.18159211276495,37.26638184918718,6.379015139778188,0.28377590579872447,Premium bitter tea infused with sodium and carbonation. sour and spicy.,2.77
prod_098,soda,"calcium,b_vitamins,coffee_extract,electrolytes","fizzy,herbal,rich,bold",32.12193451795692,49.32576243964898,160.57748193568872,0.0,Classic fizzy soda with herbal taste. Made with calcium.,1.86
prod_099,tea,"antioxidants,potassium,ginseng,green_tea_extract,electrolytes,sugar,calcium,water","citrusy,light,tart,sweet",7.317147012131069,54.03270071344585,4.394381227007194,0.8058648867411434,Premium citrusy tea infused with antioxidants and potassium. light and tart.,1.69
