product_id,category,ingredients,sensory_tags,sugar_g,caffeine_mg,calories,protein_g,description,price
prod_021,sports_drink,"sodium,citric_acid,sugar,protein,b_vitamins,potassium,caffeine,carbonation","earthy,refreshing,creamy,bold",17.45872758838578,0.0,49.93883460642273,0.36886947354532795,Electrolyte-rich sports_drink with sodium and citric_acid. earthy and refreshing.,3.63
prod_022,soda,"b_vitamins,coffee_extract,green_tea_extract,sodium,taurine,antioxidants","citrusy,refreshing,fizzy",25.661014658010966,17.25356240133415,163.43513447013638,0.0,Classic citrusy soda with refreshing taste. Made with b_vitamins.,3.36
prod_023,soda,"caffeine,probiotics,fiber,b_vitamins,ginseng,sodium,green_tea_extract,taurine","sour,fizzy,nutty,refreshing,bold",36.85393447758787,4.042666316635763,136.96544560614043,0.0,Classic sour soda with fizzy taste. Made with caffeine.,4.31
prod_024,coffee_drink,"protein,caffeine,sodium,vitamin_c,ginseng,potassium","herbal,creamy,citrusy",17.670594215217893,103.57746840747585,31.73767010707308,4.17651247794619,Herbal coffee_drink with protein and caffeine. creamy and citrusy.,2.62
prod_025,tea,"natural_flavors,potassium,electrolytes,sodium,citric_acid,ginseng,antioxidants","nutty,fizzy,sour,light",8.863394147823627,47.1025744736913,0.8293914463928076,0.512093058299281,Premium nutty tea infused with natural_flavors and potassium. fizzy and sour.,2.29
prod_026,water_enhanced,"taurine,water,citric_acid,sodium,natural_flavors,vitamin_c","earthy,nutty",3.45468869051233,0.0,9.367299887367345,0.0,Enhanced water_enhanced with taurine and water. Earthy and nutty.,2.69
prod_027,energy_drink,"vitamin_c,antioxidants,sugar,natural_flavors","fruity,sweet,nutty,creamy",25.828959476551315,163.49412792140987,72.85500217972996,0.8747746354796809,A fruity and sweet energy_drink with vitamin_c and antioxidants. Perfect for when you need a boost.,4.94
prod_028,sports_drink,"electrolytes,calcium,probiotics,green_tea_extract,carbonation,caffeine","rich,refreshing",13.627784363506775,0.0,92.80510305673288,9.004180571633304,Electrolyte-rich sports_drink with electrolytes and calcium. rich and refreshing.,3.72
prod_029,energy_drink,"sugar,b_vitamins,taurine","sour,light,nutty,sweet",29.007156599455428,181.5993370685967,135.63242918780924,2.0225406356109503,A sour and light energy_drink with sugar and b_vitamins. Perfect for when you need a boost.,4.61
prod_030,sports_drink,"b_vitamins,green_tea_extract,ginseng,taurine,natural_flavors","sour,floral",12.424430711419207,0.0,72.4500341761713,0.09197051616629648,Electrolyte-rich sports_drink with b_vitamins and green_tea_extract. sour and floral.,1.86
prod_031,juice,"citric_acid,natural_flavors,coffee_extract","bitter,smooth",24.258814621061987,0.0,113.99296275103586,0.8968482859724947,Fresh bitter juice packed with citric_acid and natural_flavors. smooth and delicious.,4.98
prod_032,sports_drink,"antioxidants,caffeine,sodium","sour,bitter,citrusy,light,rich",13.558736312452002,0.0,82.2543983582617,6.496328990472147,Electrolyte-rich sports_drink with antioxidants and caffeine. sour and bitter.,4.47
prod_033,energy_drink,"b_vitamins,ginseng,protein","tart,refreshing,light,fizzy,creamy",16.87349535656185,124.12589636713203,76.52023676817254,1.2199482168954179,A tart and refreshing energy_drink with b_vitamins and ginseng. Perfect for when you need a boost.,4.91
prod_034,coffee_drink,"antioxidants,carbonation,calcium,electrolytes,protein","bitter,sweet,herbal",23.12197575437108,93.43943655104286,65.51019300030784,3.225516810152824,Bitter coffee_drink with antioxidants and carbonation. sweet and herbal.,3.84
prod_035,energy_drink,"coffee_extract,b_vitamins,caffeine,citric_acid,vitamin_c,potassium,carbonation","creamy,bold,bitter,herbal,fizzy",29.44904230523011,113.69268349290269,52.43159664314538,3.227361479535839,A creamy and bold energy_drink with coffee_extract and b_vitamins. Perfect for when you need a boost.,2.12
prod_036,sports_drink,"fiber,calcium,natural_flavors,electrolytes,b_vitamins,green_tea_extract,antioxidants,protein","floral,sweet",14.19340512695138,0.0,82.34031417281898,9.530718470239531,Electrolyte-rich sports_drink with fiber and calcium. floral and sweet.,2.66
prod_037,tea,"taurine,calcium,caffeine,carbonation,potassium,sugar,electrolytes","nutty,creamy,tart,floral",14.454299656338792,54.120378218694405,14.722444603479284,0.38509772860192526,Premium nutty tea infused with taurine and calcium. creamy and tart.,4.48
prod_038,juice,"coffee_extract,vitamin_c,protein,b_vitamins","tart,floral",25.920372002142084,0.0,145.10117843675823,0.1408322616990878,Fresh tart juice packed with coffee_extract and vitamin_c. floral and delicious.,2.23
prod_039,water_enhanced,"green_tea_extract,potassium,sugar,citric_acid,probiotics,coffee_extract,carbonation,water","sweet,light,creamy,floral",0.7004200761826201,0.0,8.773730719279554,0.0,Enhanced water_enhanced with green_tea_extract and potassium. Sweet and light.,3.94
prod_040,juice,"potassium,natural_flavors,electrolytes,probiotics,water,sugar,taurine,fiber","creamy,sour,bold,rich,tart",28.292299653618617,0.0,109.38465995123936,0.5124138871889161,Fresh creamy juice packed with potassium and natural_flavors. sour and delicious.,3.64
prod_041,sports_drink,"carbonation,probiotics,coffee_extract,sugar","rich,bold,sour,herbal",17.522744420307994,0.0,75.49747515444356,7.019668772577034,Electrolyte-rich sports_drink with carbonation and probiotics. rich and bold.,4.29
prod_042,sports_drink,"fiber,vitamin_c,sodium,caffeine,coffee_extract","nutty,citrusy,creamy,herbal",10.41425157810557,0.0,60.69318861126609,6.720261352951994,Electrolyte-rich sports_drink with fiber and vitamin_c. nutty and citrusy.,2.65
prod_043,soda,"sodium,natural_flavors,b_vitamins,probiotics,water,citric_acid,fiber,taurine","citrusy,smooth",41.778670041387265,43.02023091558376,125.0251360515864,0.0,Classic citrusy soda with smooth taste. Made with sodium.,2.56
prod_044,juice,"potassium,natural_flavors,caffeine,antioxidants,sugar,probiotics","earthy,smooth",27.833648900822066,0.0,95.10747192477902,1.2457809516380005,Fresh earthy juice packed with potassium and natural_flavors. smooth and delicious.,1.8
prod_045,coffee_drink,"vitamin_c,electrolytes,fiber,calcium,sodium,caffeine","sweet,refreshing,fruity",15.81270243220213,113.74299014982066,114.391873383946,4.879260397312673,Sweet coffee_drink with vitamin_c and electrolytes. refreshing and fruity.,3.31
prod_046,tea,"protein,potassium,citric_acid,b_vitamins,fiber","floral,fruity",5.982313521671918,37.340829503229685,37.202132149955766,0.2508605273466612,Premium floral tea infused with protein and potassium. fruity and refreshing.,2.15
prod_047,tea,"taurine,protein,water","fizzy,tart,spicy,rich,creamy",6.134294166214048,26.93177280283383,7.8218521335543025,0.25024289816459533,Premium fizzy tea infused with taurine and protein. tart and spicy.,3.42
prod_048,energy_drink,"sugar,caffeine,probiotics,fiber,protein,vitamin_c,calcium","floral,fizzy",27.765411876867006,142.003550891188,115.71113285001668,2.1783644933894553,A floral and fizzy energy_drink with sugar and caffeine. Perfect for when you need a boost.,4.06
prod_049,juice,"antioxidants,b_vitamins,vitamin_c,potassium,sugar,fiber","citrusy,sweet,refreshing",25.339590179768923,0.0,81.0075442040829,0.23214528101383247,Fresh citrusy juice packed with antioxidants and b_vitamins. sweet and delicious.,1.66
