brand,city,review_text,rating,date,likes,author,place_id,food_items,food_items_list,taste_attributes,value_attributes,quality_attributes,sentiment_compound,sentiment_positive,sentiment_negative,item_sentiments
McDonald's,Dallas,the pizza was expensive. overall good experience.,1,2025-10-18,33,User2528,place_McDonald's_Dallas_4,,[],,expensive,,0.4404,0.326,0.0,{}
McDonald's,Dallas,the nuggets was cold. overall good experience.,5,2025-12-28,49,User3433,place_McDonald's_Dallas_1,nuggets,['nuggets'],,,cold,0.4404,0.326,0.0,{'nuggets': 0.0}
McDonald's,Dallas,the nuggets was hot. overall disappointing experience.,4,2025-12-29,11,User1368,place_McDonald's_Dallas_2,nuggets,['nuggets'],,,hot,-0.4939,0.0,0.348,{'nuggets': 0.0}
McDonald's,Dallas,the pizza was greasy. overall amazing experience.,5,2025-08-25,40,User4964,place_McDonald's_Dallas_4,,[],greasy,,,0.5859,0.388,0.0,{}
McDonald's,Dallas,the salad was fresh. overall disappointing experience.,3,2025-08-09,5,User9788,place_McDonald's_Dallas_1,salad,['salad'],,,fresh,-0.2263,0.219,0.305,{'salad': 0.3182}
McDonald's,Dallas,the shake was greasy. overall terrible experience.,1,2025-11-25,18,User8140,place_McDonald's_Dallas_4,shake,['shake'],greasy,,,-0.5859,0.0,0.49,{'shake': -0.1779}
McDonald's,Atlanta,the wrap was expensive. overall terrible experience.,3,2025-12-10,3,User6088,place_McDonald's_Atlanta_5,wrap,['wrap'],,expensive,,-0.4767,0.0,0.341,{'wrap': 0.0}
McDonald's,Atlanta,the salad was hot. overall terrible experience.,4,2025-11-03,18,User7247,place_McDonald's_Atlanta_4,salad,['salad'],,,hot,-0.4767,0.0,0.341,{'salad': 0.0}
McDonald's,Atlanta,the wrap was greasy. overall great experience.,1,2025-10-18,17,User8505,place_McDonald's_Atlanta_3,wrap,['wrap'],greasy,,,0.6249,0.406,0.0,{'wrap': 0.0}
McDonald's,Atlanta,the pizza was cheap. overall amazing experience.,5,2025-09-01,39,User7549,place_McDonald's_Atlanta_1,,[],,cheap,,0.5859,0.388,0.0,{}
McDonald's,Atlanta,the salad was hot. overall okay experience.,3,2025-09-22,33,User2786,place_McDonald's_Atlanta_1,salad,['salad'],,,hot,0.2263,0.241,0.0,{'salad': 0.0}
McDonald's,Atlanta,the chicken sandwich was dry. overall good experience.,3,2025-10-27,26,User3805,place_McDonald's_Atlanta_4,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",dry,,,0.4404,0.293,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
McDonald's,Atlanta,the nuggets was juicy. overall disappointing experience.,2,2025-11-12,5,User5475,place_McDonald's_Atlanta_1,nuggets,['nuggets'],juicy,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
McDonald's,Atlanta,the taco was hot. overall terrible experience.,1,2025-11-30,48,User1360,place_McDonald's_Atlanta_1,taco,['taco'],,,hot,-0.4767,0.0,0.341,{'taco': 0.0}
McDonald's,Atlanta,the coffee was stale. overall disappointing experience.,5,2025-10-12,34,User8799,place_McDonald's_Atlanta_3,coffee,['coffee'],,,stale,-0.4939,0.0,0.348,{'coffee': 0.0}
McDonald's,Atlanta,the shake was juicy. overall great experience.,5,2025-08-11,49,User7887,place_McDonald's_Atlanta_1,shake,['shake'],juicy,,,0.5267,0.38,0.157,{'shake': -0.1779}
McDonald's,Atlanta,the chicken sandwich was crispy. overall amazing experience.,4,2025-09-08,9,User2979,place_McDonald's_Atlanta_4,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",crispy,,,0.5859,0.352,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
McDonald's,Houston,the coffee was greasy. overall terrible experience.,5,2025-08-05,3,User8693,place_McDonald's_Houston_4,coffee,['coffee'],greasy,,,-0.4767,0.0,0.341,{'coffee': 0.0}
McDonald's,Houston,the pizza was greasy. overall great experience.,5,2025-08-30,23,User1748,place_McDonald's_Houston_3,,[],greasy,,,0.6249,0.406,0.0,{}
McDonald's,Houston,the wrap was juicy. overall amazing experience.,2,2025-08-21,11,User4329,place_McDonald's_Houston_3,wrap,['wrap'],juicy,,,0.5859,0.388,0.0,{'wrap': 0.0}
McDonald's,Houston,the burger was stale. overall good experience.,1,2025-10-19,38,User9360,place_McDonald's_Houston_3,burger,['burger'],,,stale,0.4404,0.326,0.0,{'burger': 0.0}
McDonald's,Houston,the taco was dry. overall disappointing experience.,1,2025-11-24,26,User2892,place_McDonald's_Houston_3,taco,['taco'],dry,,,-0.4939,0.0,0.348,{'taco': 0.0}
McDonald's,Houston,the fries was juicy. overall amazing experience.,2,2025-11-29,45,User2096,place_McDonald's_Houston_2,fries,['fries'],juicy,,,0.5859,0.388,0.0,{'fries': 0.0}
McDonald's,Houston,the taco was greasy. overall okay experience.,4,2025-11-16,47,User4612,place_McDonald's_Houston_4,taco,['taco'],greasy,,,0.2263,0.241,0.0,{'taco': 0.0}
McDonald's,Houston,the burger was cold. overall good experience.,3,2025-10-25,42,User3626,place_McDonald's_Houston_1,burger,['burger'],,,cold,0.4404,0.326,0.0,{'burger': 0.0}
McDonald's,Houston,the fries was stale. overall great experience.,1,2025-09-26,35,User1814,place_McDonald's_Houston_1,fries,['fries'],,,stale,0.6249,0.406,0.0,{'fries': 0.0}
McDonald's,Houston,the shake was cheap. overall great experience.,3,2025-10-06,6,User2470,place_McDonald's_Houston_4,shake,['shake'],,cheap,,0.5267,0.38,0.157,{'shake': -0.1779}
McDonald's,Houston,the coffee was cheap. overall disappointing experience.,1,2025-12-02,38,User1951,place_McDonald's_Houston_1,coffee,['coffee'],,cheap,,-0.4939,0.0,0.348,{'coffee': 0.0}
McDonald's,Phoenix,the coffee was juicy. overall terrible experience.,2,2025-11-28,13,User6336,place_McDonald's_Phoenix_5,coffee,['coffee'],juicy,,,-0.4767,0.0,0.341,{'coffee': 0.0}
McDonald's,Phoenix,the burger was juicy. overall amazing experience.,2,2025-08-06,0,User3626,place_McDonald's_Phoenix_3,burger,['burger'],juicy,,,0.5859,0.388,0.0,{'burger': 0.0}
McDonald's,Phoenix,the taco was cold. overall amazing experience.,3,2025-09-18,3,User3570,place_McDonald's_Phoenix_5,taco,['taco'],,,cold,0.5859,0.388,0.0,{'taco': 0.0}
McDonald's,Phoenix,the fries was fresh. overall disappointing experience.,4,2025-11-07,43,User6044,place_McDonald's_Phoenix_5,fries,['fries'],,,fresh,-0.2263,0.219,0.305,{'fries': 0.3182}
McDonald's,Phoenix,the burger was expensive. overall good experience.,1,2025-09-01,32,User6002,place_McDonald's_Phoenix_2,burger,['burger'],,expensive,,0.4404,0.326,0.0,{'burger': 0.0}
McDonald's,Phoenix,the pizza was crispy. overall terrible experience.,4,2025-11-09,19,User9411,place_McDonald's_Phoenix_5,,[],crispy,,,-0.4767,0.0,0.341,{}
McDonald's,Phoenix,the coffee was fresh. overall terrible experience.,4,2025-12-07,50,User2182,place_McDonald's_Phoenix_3,coffee,['coffee'],,,fresh,-0.2023,0.221,0.298,{'coffee': 0.3182}
McDonald's,Phoenix,the nuggets was crispy. overall disappointing experience.,2,2025-09-10,41,User2058,place_McDonald's_Phoenix_5,nuggets,['nuggets'],crispy,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
McDonald's,Phoenix,the nuggets was greasy. overall okay experience.,4,2025-07-22,16,User5791,place_McDonald's_Phoenix_4,nuggets,['nuggets'],greasy,,,0.2263,0.241,0.0,{'nuggets': 0.0}
McDonald's,Phoenix,the wrap was cheap. overall terrible experience.,1,2025-07-20,26,User5462,place_McDonald's_Phoenix_4,wrap,['wrap'],,cheap,,-0.4767,0.0,0.341,{'wrap': 0.0}
McDonald's,Phoenix,the nuggets was juicy. overall disappointing experience.,1,2025-12-21,10,User2738,place_McDonald's_Phoenix_2,nuggets,['nuggets'],juicy,,,-0.4939,0.0,0.348,{'nuggets': 0.0}
McDonald's,Philadelphia,the nuggets was hot. overall good experience.,3,2025-12-14,22,User1424,place_McDonald's_Philadelphia_1,nuggets,['nuggets'],,,hot,0.4404,0.326,0.0,{'nuggets': 0.0}
McDonald's,Philadelphia,the nuggets was hot. overall amazing experience.,4,2025-11-13,2,User2173,place_McDonald's_Philadelphia_5,nuggets,['nuggets'],,,hot,0.5859,0.388,0.0,{'nuggets': 0.0}
McDonald's,Philadelphia,the nuggets was juicy. overall great experience.,5,2025-08-28,7,User3419,place_McDonald's_Philadelphia_5,nuggets,['nuggets'],juicy,,,0.6249,0.406,0.0,{'nuggets': 0.0}
McDonald's,Philadelphia,the coffee was cold. overall okay experience.,4,2025-07-10,48,User8102,place_McDonald's_Philadelphia_5,coffee,['coffee'],,,cold,0.2263,0.241,0.0,{'coffee': 0.0}
McDonald's,Philadelphia,the pizza was stale. overall amazing experience.,5,2025-08-13,27,User9980,place_McDonald's_Philadelphia_1,,[],,,stale,0.5859,0.388,0.0,{}
McDonald's,Philadelphia,the taco was fresh. overall okay experience.,1,2025-09-02,11,User2173,place_McDonald's_Philadelphia_4,taco,['taco'],,,fresh,0.4939,0.457,0.0,{'taco': 0.3182}
McDonald's,Philadelphia,the taco was crispy. overall okay experience.,3,2025-08-22,27,User4103,place_McDonald's_Philadelphia_2,taco,['taco'],crispy,,,0.2263,0.241,0.0,{'taco': 0.0}
McDonald's,Philadelphia,the chicken sandwich was stale. overall great experience.,2,2025-10-11,19,User8201,place_McDonald's_Philadelphia_2,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,,stale,0.6249,0.369,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
McDonald's,Philadelphia,the chicken sandwich was stale. overall amazing experience.,4,2025-10-10,13,User8291,place_McDonald's_Philadelphia_4,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,,stale,0.5859,0.352,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
McDonald's,Philadelphia,the nuggets was expensive. overall great experience.,2,2025-09-09,7,User7917,place_McDonald's_Philadelphia_2,nuggets,['nuggets'],,expensive,,0.6249,0.406,0.0,{'nuggets': 0.0}
McDonald's,Philadelphia,the pizza was dry. overall good experience.,2,2025-10-08,41,User2404,place_McDonald's_Philadelphia_3,,[],dry,,,0.4404,0.326,0.0,{}
McDonald's,San Antonio,the coffee was juicy. overall amazing experience.,1,2025-08-11,38,User5557,place_McDonald's_San Antonio_4,coffee,['coffee'],juicy,,,0.5859,0.388,0.0,{'coffee': 0.0}
McDonald's,San Antonio,the wrap was juicy. overall great experience.,2,2025-11-30,46,User4370,place_McDonald's_San Antonio_4,wrap,['wrap'],juicy,,,0.6249,0.406,0.0,{'wrap': 0.0}
McDonald's,San Antonio,the shake was crispy. overall okay experience.,3,2025-09-18,25,User8485,place_McDonald's_San Antonio_1,shake,['shake'],crispy,,,0.0516,0.221,0.198,{'shake': -0.1779}
McDonald's,San Antonio,the taco was cheap. overall okay experience.,3,2025-11-05,39,User6641,place_McDonald's_San Antonio_1,taco,['taco'],,cheap,,0.2263,0.241,0.0,{'taco': 0.0}
McDonald's,San Antonio,the salad was cold. overall terrible experience.,2,2025-10-04,18,User7515,place_McDonald's_San Antonio_5,salad,['salad'],,,cold,-0.4767,0.0,0.341,{'salad': 0.0}
McDonald's,San Antonio,the pizza was cheap. overall terrible experience.,5,2025-09-21,5,User8458,place_McDonald's_San Antonio_5,,[],,cheap,,-0.4767,0.0,0.341,{}
McDonald's,San Antonio,the coffee was cold. overall disappointing experience.,5,2025-09-17,41,User6196,place_McDonald's_San Antonio_4,coffee,['coffee'],,,cold,-0.4939,0.0,0.348,{'coffee': 0.0}
McDonald's,San Antonio,the pizza was greasy. overall disappointing experience.,3,2025-10-12,30,User9794,place_McDonald's_San Antonio_3,,[],greasy,,,-0.4939,0.0,0.348,{}
McDonald's,San Antonio,the salad was fresh. overall terrible experience.,2,2025-07-21,28,User6094,place_McDonald's_San Antonio_1,salad,['salad'],,,fresh,-0.2023,0.221,0.298,{'salad': 0.3182}
McDonald's,San Antonio,the burger was fresh. overall amazing experience.,4,2025-09-14,16,User9234,place_McDonald's_San Antonio_5,burger,['burger'],,,fresh,0.7269,0.55,0.0,{'burger': 0.3182}
McDonald's,San Antonio,the fries was cheap. overall great experience.,5,2025-09-14,45,User7240,place_McDonald's_San Antonio_4,fries,['fries'],,cheap,,0.6249,0.406,0.0,{'fries': 0.0}
McDonald's,San Diego,the taco was stale. overall disappointing experience.,3,2025-11-12,27,User7644,place_McDonald's_San Diego_4,taco,['taco'],,,stale,-0.4939,0.0,0.348,{'taco': 0.0}
McDonald's,San Diego,the chicken sandwich was crispy. overall disappointing experience.,4,2025-12-15,48,User6004,place_McDonald's_San Diego_5,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",crispy,,,-0.4939,0.0,0.314,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
McDonald's,San Diego,the pizza was expensive. overall great experience.,5,2025-12-24,31,User1543,place_McDonald's_San Diego_4,,[],,expensive,,0.6249,0.406,0.0,{}
McDonald's,San Diego,the pizza was dry. overall good experience.,1,2025-09-09,49,User6256,place_McDonald's_San Diego_1,,[],dry,,,0.4404,0.326,0.0,{}
McDonald's,San Diego,the coffee was expensive. overall great experience.,1,2025-09-23,45,User6972,place_McDonald's_San Diego_3,coffee,['coffee'],,expensive,,0.6249,0.406,0.0,{'coffee': 0.0}
McDonald's,San Diego,the taco was fresh. overall terrible experience.,2,2025-10-16,10,User7241,place_McDonald's_San Diego_5,taco,['taco'],,,fresh,-0.2023,0.221,0.298,{'taco': 0.3182}
McDonald's,San Diego,the fries was dry. overall terrible experience.,1,2025-10-19,46,User1220,place_McDonald's_San Diego_4,fries,['fries'],dry,,,-0.4767,0.0,0.341,{'fries': 0.0}
McDonald's,San Diego,the burger was stale. overall terrible experience.,1,2025-08-13,27,User9772,place_McDonald's_San Diego_4,burger,['burger'],,,stale,-0.4767,0.0,0.341,{'burger': 0.0}
McDonald's,San Diego,the taco was stale. overall good experience.,1,2025-09-22,19,User5664,place_McDonald's_San Diego_1,taco,['taco'],,,stale,0.4404,0.326,0.0,{'taco': 0.0}
McDonald's,San Diego,the burger was juicy. overall disappointing experience.,2,2025-07-05,21,User7621,place_McDonald's_San Diego_2,burger,['burger'],juicy,,,-0.4939,0.0,0.348,{'burger': 0.0}
McDonald's,San Diego,the coffee was greasy. overall disappointing experience.,1,2025-10-28,1,User9475,place_McDonald's_San Diego_1,coffee,['coffee'],greasy,,,-0.4939,0.0,0.348,{'coffee': 0.0}
McDonald's,Miami,the burger was fresh. overall good experience.,4,2025-08-17,5,User7401,place_McDonald's_Miami_5,burger,['burger'],,,fresh,0.6369,0.51,0.0,{'burger': 0.3182}
McDonald's,Miami,the burger was expensive. overall okay experience.,5,2025-10-05,5,User8373,place_McDonald's_Miami_3,burger,['burger'],,expensive,,0.2263,0.241,0.0,{'burger': 0.0}
McDonald's,Miami,the burger was dry. overall okay experience.,5,2025-11-13,5,User4232,place_McDonald's_Miami_3,burger,['burger'],dry,,,0.2263,0.241,0.0,{'burger': 0.0}
McDonald's,Miami,the pizza was dry. overall disappointing experience.,2,2025-08-14,14,User5730,place_McDonald's_Miami_1,,[],dry,,,-0.4939,0.0,0.348,{}
McDonald's,Miami,the fries was cold. overall disappointing experience.,4,2025-08-17,46,User9016,place_McDonald's_Miami_5,fries,['fries'],,,cold,-0.4939,0.0,0.348,{'fries': 0.0}
McDonald's,Miami,the burger was dry. overall amazing experience.,5,2025-08-22,19,User4677,place_McDonald's_Miami_3,burger,['burger'],dry,,,0.5859,0.388,0.0,{'burger': 0.0}
McDonald's,Miami,the salad was expensive. overall okay experience.,4,2025-10-05,5,User1604,place_McDonald's_Miami_1,salad,['salad'],,expensive,,0.2263,0.241,0.0,{'salad': 0.0}
McDonald's,Miami,the wrap was cold. overall good experience.,5,2025-10-31,41,User8752,place_McDonald's_Miami_5,wrap,['wrap'],,,cold,0.4404,0.326,0.0,{'wrap': 0.0}
McDonald's,Miami,the burger was stale. overall okay experience.,1,2025-10-09,37,User1475,place_McDonald's_Miami_2,burger,['burger'],,,stale,0.2263,0.241,0.0,{'burger': 0.0}
McDonald's,Miami,the shake was juicy. overall great experience.,5,2025-11-08,44,User6156,place_McDonald's_Miami_3,shake,['shake'],juicy,,,0.5267,0.38,0.157,{'shake': -0.1779}
McDonald's,Miami,the salad was cold. overall terrible experience.,5,2025-12-17,34,User6084,place_McDonald's_Miami_4,salad,['salad'],,,cold,-0.4767,0.0,0.341,{'salad': 0.0}
McDonald's,Seattle,the nuggets was fresh. overall terrible experience.,1,2025-12-02,38,User1076,place_McDonald's_Seattle_3,nuggets,['nuggets'],,,fresh,-0.2023,0.221,0.298,{'nuggets': 0.3182}
McDonald's,Seattle,the salad was greasy. overall good experience.,3,2025-11-04,15,User3369,place_McDonald's_Seattle_2,salad,['salad'],greasy,,,0.4404,0.326,0.0,{'salad': 0.0}
McDonald's,Seattle,the shake was hot. overall great experience.,2,2025-10-09,10,User2220,place_McDonald's_Seattle_5,shake,['shake'],,,hot,0.5267,0.38,0.157,{'shake': -0.1779}
McDonald's,Seattle,the salad was dry. overall amazing experience.,5,2025-07-11,29,User6470,place_McDonald's_Seattle_1,salad,['salad'],dry,,,0.5859,0.388,0.0,{'salad': 0.0}
McDonald's,Seattle,the burger was dry. overall disappointing experience.,3,2025-09-25,36,User1540,place_McDonald's_Seattle_3,burger,['burger'],dry,,,-0.4939,0.0,0.348,{'burger': 0.0}
McDonald's,Seattle,the fries was dry. overall good experience.,2,2025-11-16,41,User4990,place_McDonald's_Seattle_5,fries,['fries'],dry,,,0.4404,0.326,0.0,{'fries': 0.0}
McDonald's,Seattle,the fries was dry. overall disappointing experience.,4,2025-07-04,46,User9239,place_McDonald's_Seattle_3,fries,['fries'],dry,,,-0.4939,0.0,0.348,{'fries': 0.0}
McDonald's,Seattle,the burger was expensive. overall great experience.,3,2025-07-10,10,User4213,place_McDonald's_Seattle_4,burger,['burger'],,expensive,,0.6249,0.406,0.0,{'burger': 0.0}
McDonald's,Seattle,the shake was crispy. overall disappointing experience.,4,2025-08-29,47,User5990,place_McDonald's_Seattle_4,shake,['shake'],crispy,,,-0.5994,0.0,0.495,{'shake': -0.1779}
McDonald's,Seattle,the chicken sandwich was expensive. overall great experience.,3,2025-07-15,33,User9595,place_McDonald's_Seattle_3,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,expensive,,0.6249,0.369,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
McDonald's,Seattle,the chicken sandwich was expensive. overall great experience.,5,2025-07-22,49,User5368,place_McDonald's_Seattle_2,"chicken sandwich,sandwich,chicken","['chicken sandwich', 'sandwich', 'chicken']",,expensive,,0.6249,0.369,0.0,"{'chicken sandwich': 0.0, 'sandwich': 0.0, 'chicken': 0.0}"
McDonald's,Boston,the fries was stale. overall disappointing experience.,2,2025-09-10,31,User4278,place_McDonald's_Boston_5,fries,['fries'],,,stale,-0.4939,0.0,0.348,{'fries': 0.0}
McDonald's,Boston,the burger was stale. overall amazing experience.,5,2025-10-15,3,User5498,place_McDonald's_Boston_3,burger,['burger'],,,stale,0.5859,0.388,0.0,{'burger': 0.0}
McDonald's,Boston,the nuggets was fresh. overall okay experience.,2,2025-07-12,10,User5431,place_McDonald's_Boston_4,nuggets,['nuggets'],,,fresh,0.4939,0.457,0.0,{'nuggets': 0.3182}
McDonald's,Boston,the salad was expensive. overall good experience.,4,2025-08-25,11,User6901,place_McDonald's_Boston_1,salad,['salad'],,expensive,,0.4404,0.326,0.0,{'salad': 0.0}
McDonald's,Boston,the taco was fresh. overall okay experience.,3,2025-08-21,6,User6926,place_McDonald's_Boston_3,taco,['taco'],,,fresh,0.4939,0.457,0.0,{'taco': 0.3182}
